1787896280.8,-0.16,3.12,93.3,0.96,0.50,0.25,0.17,0.17,0.17,0.20,0.48,3.00,0.85,0.43,0.33,0.30,0.39,0.38,0.93,tick=80024 goal=0
1787896281.0,-0.16,3.18,91.4,0.95,0.50,0.24,0.19,0.15,0.19,0.21,0.49,3.00,0.85,0.45,0.33,0.33,0.36,0.48,0.94,tick=80045 goal=0
1787896281.2,-0.16,3.24,94.4,0.91,0.46,0.23,0.20,0.15,0.17,0.19,0.44,3.00,0.89,0.45,0.34,0.32,0.36,0.49,0.93,tick=80066 goal=0
1787896281.4,-0.16,3.30,96.3,0.89,0.46,0.23,0.18,0.15,0.18,0.20,0.43,3.00,0.88,0.48,0.31,0.31,0.36,0.51,0.92,tick=80087 goal=0
1787896281.9,-0.16,3.36,90.7,0.88,0.45,0.18,0.21,0.16,0.19,0.23,0.45,2.99,0.88,0.48,0.33,0.33,0.31,0.48,0.92,tick=80108 goal=0
1787896288.8,-0.16,3.37,266.2,1.60,1.00,0.51,0.34,0.33,0.34,0.36,0.61,0.98,0.94,0.23,0.23,0.18,0.17,0.21,0.41,tick=80825 goal=0
1787896289.0,-0.17,3.32,266.3,1.32,1.01,0.49,0.34,0.31,0.33,0.34,0.61,0.99,0.98,0.24,0.21,0.17,0.15,0.20,0.39,tick=80847 goal=0
1787896289.4,-0.17,3.23,265.8,1.33,1.01,0.51,0.37,0.31,0.36,0.33,0.62,1.00,0.97,0.24,0.22,0.16,0.15,0.19,0.39,tick=80878 goal=0
1787896289.6,-0.18,3.14,260.9,1.56,1.05,0.48,0.39,0.30,0.35,0.37,0.65,1.08,1.01,0.25,0.18,0.14,0.15,0.19,0.35,tick=80909 goal=0
1787896289.8,-0.19,3.08,264.3,1.52,1.14,0.47,0.39,0.30,0.36,0.38,0.66,1.09,1.03,0.28,0.16,0.15,0.16,0.16,0.35,tick=80930 goal=0
1787896290.4,-0.19,3.01,266.6,1.46,1.14,0.47,0.40,0.32,0.34,0.40,0.67,1.10,1.05,0.29,0.17,0.15,0.15,0.18,0.32,tick=80964 goal=0
1787896291.0,-0.19,3.00,261.1,1.45,1.16,0.47,0.38,0.31,0.34,0.39,0.66,1.09,1.06,0.28,0.17,0.15,0.16,0.17,0.33,tick=81018 goal=0
1787896291.4,-0.19,2.99,265.4,1.22,1.15,0.49,0.40,0.32,0.34,0.40,0.68,1.13,1.07,0.28,0.17,0.16,0.12,0.18,0.31,tick=81062 goal=0
1787896291.9,-0.19,2.98,265.8,1.23,1.15,0.47,0.39,0.32,0.34,0.40,0.70,1.11,1.09,0.28,0.15,0.15,0.14,0.18,0.31,tick=81107 goal=0
1787896292.4,-0.20,2.98,264.9,1.23,1.12,0.49,0.37,0.32,0.33,0.38,0.67,1.11,1.09,0.28,0.17,0.15,0.16,0.17,0.32,tick=81161 goal=0
1787896292.9,-0.20,2.97,264.0,1.21,1.15,0.48,0.41,0.32,0.35,0.41,0.65,1.13,0.63,0.27,0.15,0.15,0.14,0.21,0.30,tick=81205 goal=0
1787896293.3,-0.20,2.96,264.2,1.21,1.13,0.48,0.38,0.31,0.33,0.42,0.66,1.12,0.64,0.28,0.16,0.17,0.15,0.22,0.33,tick=81249 goal=0
1787896293.7,-0.20,2.95,266.1,1.20,1.15,0.50,0.40,0.33,0.35,0.42,0.68,1.12,0.64,0.28,0.16,0.15,0.14,0.24,0.32,tick=81294 goal=0
1787896294.2,-0.20,2.94,260.7,1.19,1.13,0.50,0.40,0.33,0.34,0.41,0.67,1.10,0.64,0.29,0.16,0.15,0.15,0.24,0.29,tick=81338 goal=0
1787896294.6,-0.20,2.93,265.0,1.21,1.12,0.48,0.41,0.34,0.32,0.44,0.69,1.12,0.62,0.28,0.15,0.15,0.15,0.24,0.33,tick=81382 goal=0
1787896295.1,-0.20,2.92,261.5,1.19,1.12,0.48,0.40,0.33,0.33,0.42,0.69,1.14,0.63,0.27,0.16,0.12,0.13,0.24,0.30,tick=81426 goal=0
1787896295.5,-0.20,2.91,262.8,1.19,1.12,0.50,0.40,0.34,0.34,0.42,0.67,1.14,0.62,0.27,0.16,0.15,0.13,0.24,0.28,tick=81470 goal=0
1787896296.1,-0.20,2.90,262.3,1.18,1.14,0.52,0.40,0.32,0.34,0.42,0.68,1.12,0.63,0.27,0.18,0.16,0.14,0.25,0.30,tick=81515 goal=0
1787896296.6,-0.20,2.89,261.6,1.17,1.13,0.51,0.40,0.34,0.32,0.44,0.68,1.13,0.64,0.28,0.15,0.15,0.13,0.25,0.29,tick=81579 goal=0
1787896297.1,-0.20,2.88,263.9,1.19,1.14,0.49,0.39,0.33,0.33,0.42,0.66,1.12,0.63,0.28,0.18,0.14,0.12,0.23,0.31,tick=81633 goal=0
1787896297.6,-0.21,2.87,263.1,1.18,1.13,0.49,0.39,0.35,0.34,0.44,0.67,1.14,0.64,0.27,0.16,0.15,0.14,0.23,0.30,tick=81677 goal=0
1787896298.0,-0.21,2.87,263.0,1.17,1.13,0.49,0.39,0.35,0.32,0.44,0.67,1.15,0.62,0.28,0.18,0.12,0.12,0.22,0.29,tick=81721 goal=0
1787896298.6,-0.21,2.82,261.7,1.16,1.14,0.50,0.40,0.34,0.34,0.44,0.68,1.16,0.63,0.26,0.16,0.12,0.13,0.25,0.28,tick=81776 goal=0
1787896299.0,-0.21,2.82,266.5,1.17,1.31,0.51,0.37,0.35,0.33,0.43,0.67,1.15,0.63,0.24,0.17,0.13,0.14,0.24,0.28,tick=81823 goal=0
1787896300.7,-0.21,2.81,276.9,3.00,0.75,0.42,0.37,0.31,0.37,0.46,1.11,1.13,0.34,0.19,0.15,0.11,0.18,0.23,0.65,tick=82013 goal=0
