1787895942.6,0.32,0.45,63.4,0.49,2.44,0.88,0.43,0.23,0.24,0.22,0.31,0.60,2.02,1.72,0.42,0.27,0.25,0.29,0.28,tick=46181 goal=0,0,0,
1787895943.3,0.32,0.45,77.6,0.78,2.38,0.61,0.41,0.23,0.26,0.26,0.42,0.75,2.02,0.55,0.30,0.26,0.25,0.31,0.29,tick=46244 goal=0,0,0,
1787895943.9,0.33,0.51,81.4,0.78,1.23,0.48,0.31,0.26,0.26,0.28,0.43,1.63,1.29,0.47,0.26,0.26,0.25,0.28,0.41,tick=46304 goal=0,0,0,
1787895944.5,0.34,0.58,85.7,1.60,1.01,0.41,0.30,0.25,0.28,0.29,0.49,2.07,0.75,0.40,0.26,0.26,0.30,0.26,0.43,tick=46370 goal=0,0,0,
1787895945.2,0.34,0.64,90.0,2.35,0.85,0.40,0.32,0.24,0.27,0.31,0.66,2.11,0.71,0.35,0.28,0.25,0.27,0.26,0.46,tick=46428 goal=0,0,0,
1787895945.8,0.34,0.71,95.6,2.40,0.79,0.36,0.30,0.22,0.28,0.35,0.74,2.10,0.60,0.34,0.29,0.27,0.26,0.33,0.68,tick=46495 goal=0,0,0,
1787895946.4,0.33,0.83,92.7,2.29,0.76,0.35,0.31,0.24,0.30,0.35,0.80,2.16,0.60,0.31,0.26,0.29,0.23,0.35,0.72,tick=46553 goal=0,0,0,
1787895947.0,0.32,0.95,101.2,2.30,0.50,0.34,0.34,0.22,0.30,0.37,0.87,2.24,0.56,0.32,0.30,0.23,0.28,0.34,0.71,tick=46612 goal=0,0,0,
1787895947.5,0.31,1.02,100.1,1.49,0.47,0.31,0.32,0.22,0.31,0.40,1.17,1.47,0.44,0.31,0.29,0.20,0.28,0.36,1.06,tick=46670 goal=0,0,0,
1787895948.1,0.29,1.08,105.8,1.05,0.42,0.29,0.29,0.22,0.32,0.42,1.83,0.92,0.42,0.29,0.24,0.25,0.28,0.51,1.40,tick=46729 goal=0,0,0,
1787895948.7,0.27,1.13,115.3,0.78,0.37,0.26,0.29,0.23,0.33,0.62,2.26,0.78,0.39,0.32,0.19,0.28,0.29,0.58,2.18,tick=46787 goal=0,0,0,
1787895949.3,0.24,1.19,117.2,0.65,0.36,0.27,0.30,0.23,0.34,0.63,2.29,0.74,0.41,0.33,0.24,0.28,0.31,0.61,2.24,tick=46846 goal=0,0,0,
1787895949.9,0.22,1.24,114.7,0.62,0.36,0.23,0.28,0.25,0.33,0.67,2.29,0.72,0.38,0.28,0.24,0.28,0.33,0.65,2.13,tick=46904 goal=0,0,0,
1787895950.5,0.19,1.30,115.1,0.59,0.34,0.22,0.26,0.26,0.35,0.67,2.36,0.59,0.39,0.25,0.29,0.28,0.44,0.78,2.14,tick=46963 goal=0,0,0,
1787895951.2,0.15,1.36,121.3,0.55,0.29,0.21,0.24,0.24,0.29,0.73,2.14,0.56,0.40,0.28,0.29,0.30,0.52,1.04,2.12,tick=47029 goal=0,0,0,
1787895951.8,0.15,1.37,133.8,0.33,0.28,0.20,0.25,0.26,0.40,1.94,1.04,0.51,0.37,0.31,0.29,0.32,0.57,2.11,0.73,tick=47100 goal=0,0,0,
1787895952.5,0.15,1.37,151.3,0.31,0.22,0.23,0.27,0.26,0.72,2.42,0.58,0.41,0.28,0.29,0.28,0.52,1.02,2.13,0.52,tick=47164 goal=0,0,0,
1787895953.1,0.15,1.37,164.4,0.25,0.21,0.26,0.23,0.42,2.38,0.84,0.47,0.28,0.33,0.30,0.40,0.61,2.14,0.59,0.30,tick=47227 goal=0,0,0,
1787895953.7,0.15,1.37,178.5,0.19,0.25,0.27,0.37,1.28,1.55,0.53,0.42,0.28,0.30,0.31,0.53,1.35,0.94,0.32,0.28,tick=47291 goal=0,0,0,
1787895954.4,0.15,1.37,187.5,0.24,0.28,0.26,0.50,2.37,0.71,0.42,0.30,0.28,0.31,0.48,0.93,2.11,0.54,0.29,0.23,tick=47354 goal=0,0,0,
1787895955.0,0.16,1.37,207.7,0.28,0.24,0.42,2.34,0.92,0.48,0.29,0.32,0.29,0.34,0.59,2.06,0.71,0.32,0.27,0.20,tick=47418 goal=0,0,0,
1787895955.9,0.16,1.37,228.9,0.26,0.28,0.94,1.67,0.56,0.40,0.30,0.29,0.30,0.52,1.28,1.30,0.51,0.28,0.20,0.24,tick=47491 goal=0,0,0,
1787895956.6,0.16,1.37,240.9,0.29,0.69,2.40,0.58,0.40,0.28,0.29,0.30,0.50,1.01,2.11,0.55,0.29,0.22,0.24,0.26,tick=47572 goal=0,0,0,
