# calib spin dh=48.29999999999998 sign=1
S,119002,148.8,-62949,0,0.522,0,0.28,0.24,0.27,0.28,0.32,0.26,0.31,0.32,0.23,0.28,0.28,0.33,0.45,1.01,1.27,0.81
S,119105,159.8,-62984,0,0.535,0,0.27,0.28,0.30,0.33,0.29,0.30,0.31,0.28,0.25,0.27,0.27,0.42,0.62,1.27,0.76,1.01
S,119205,136.3,-62924,0,0.539,0,1.00,-1.00,0.27,0.28,0.34,0.26,0.30,0.31,0.31,0.26,0.30,0.26,0.41,0.66,1.31,0.78
S,119306,173.3,-63022,0,0.528,0,0.25,0.30,0.29,0.31,0.27,0.32,0.34,0.23,0.29,0.26,0.36,0.56,1.30,1.28,0.98,0.26
S,119407,135.9,-62917,0,0.508,0,0.99,0.24,0.26,0.28,0.33,0.25,0.29,0.33,0.31,0.24,0.28,0.25,0.42,0.66,1.28,0.78
S,119510,162.0,-62992,0,0.533,0,0.26,0.28,0.29,0.36,0.26,0.30,0.32,0.28,0.27,0.28,0.28,0.42,0.77,1.28,0.79,0.32
S,119612,149.7,-62931,0,0.526,0,0.27,0.23,0.28,0.28,0.33,0.27,0.30,0.33,0.24,0.27,0.28,0.29,0.41,0.97,1.23,0.78
S,119710,148.4,-62932,0,0.532,0,0.29,0.25,0.28,0.30,0.35,0.26,0.31,0.33,0.24,0.28,0.28,0.27,0.41,0.95,1.22,0.79
S,119816,156.7,-62972,0,0.539,0,0.26,0.28,0.28,0.29,0.28,0.30,0.32,0.31,0.27,0.29,0.27,0.43,0.66,1.28,0.76,0.98
S,119913,126.5,-62879,0,0.526,0,0.96,0.25,0.25,0.27,0.28,0.32,0.28,0.33,0.35,0.23,0.31,0.28,0.37,0.56,1.29,1.27
S,120016,167.2,-62986,0,0.537,0,0.25,0.28,0.28,0.34,0.27,0.32,0.32,0.27,0.27,0.30,0.28,0.44,0.97,1.25,0.77,0.31
