20.78 301.8 [0.23, 0.396, 1.201, 1.333, 0.398, 0.47, 0.735, 0.792, 0.286, 0.215, 0.212, 0.137, 0.149, 0.266, 0.259, 0.268]
20.97 306.2 [0.228, 0.401, 1.237, 1.366, 0.397, 0.455, 0.72, 0.801, 0.249, 0.223, 0.197, 0.127, 0.171, 0.266, 0.243, 0.257]
21.16 309.1 [0.262, 0.438, 1.273, 1.361, 0.389, 0.488, 0.745, 0.791, 0.247, 0.227, 0.166, 0.135, 0.189, 0.271, 0.264, -1.0]
21.36 303.8 [0.246, 0.453, 1.351, 1.381, 0.385, 0.658, 0.723, 0.801, 0.262, 0.226, 0.174, 0.125, 0.21, 0.274, 0.245, 0.256]
21.55 312.0 [0.255, 0.504, 1.344, 1.377, 0.39, 0.678, 0.704, 0.805, 0.242, 0.207, 0.186, 0.116, 0.249, 0.261, 0.258, 0.253]
21.74 309.9 [0.243, 0.51, 1.319, 1.395, 0.39, 0.692, 0.757, 0.802, 0.246, 0.219, 0.162, 0.122, 0.254, 0.253, 0.247, 0.251]
21.93 307.2 [0.248, 0.536, 1.276, 1.43, 0.427, 0.688, 0.771, 0.808, 0.232, 0.205, 0.169, 0.108, 0.229, 0.263, 0.252, 0.237]
22.12 309.9 [0.262, 0.539, 1.285, 0.841, 0.409, 0.689, 0.773, 0.815, 0.229, 0.223, 0.16, 0.122, 0.236, 0.25, 0.262, 0.262]
22.31 314.4 [0.246, 0.548, 1.29, 0.595, 0.427, 0.708, 0.766, 0.829, 0.235, 0.207, 0.186, 0.12, 0.245, 0.262, 0.255, 0.222]
22.5 309.4 [0.277, 0.55, 1.305, 0.551, 0.45, 0.721, 0.781, 0.835, 0.208, 0.22, 0.159, 0.103, 0.248, 0.244, 0.272, 0.24]
22.69 312.1 [0.265, 0.573, 1.297, 0.573, 0.408, 0.739, 0.804, 0.844, 0.212, 0.245, 0.16, 0.115, 0.274, 0.241, 0.263, 0.254]
22.88 313.5 [0.277, 0.59, 1.326, 0.561, 0.42, 0.718, 0.814, 0.897, 0.224, 0.23, 0.166, 0.131, 0.27, 0.253, 0.257, 0.241]
23.07 315.0 [0.293, 0.587, 1.333, 0.567, 0.415, 0.799, 0.805, 0.902, 0.218, 0.226, 0.141, 0.131, 0.268, 0.26, 0.259, 0.242]
23.26 319.3 [0.3, 0.618, 1.344, 0.549, 0.423, 0.798, 0.822, 0.903, 0.224, 0.24, 0.162, 0.129, 0.262, 0.266, 0.263, 0.242]
23.45 315.5 [0.326, 0.621, 1.365, 0.56, 0.436, 0.777, 0.83, 0.899, 0.216, 0.237, 0.124, 0.133, 0.281, 0.236, 0.274, 0.237]
23.64 320.6 [0.346, 0.856, 1.388, 0.555, 0.438, 0.765, 0.815, 0.906, 0.21, 0.242, 0.13, 0.147, 0.282, 0.254, 0.275, 0.232]
23.83 319.3 [0.351, 0.904, 1.377, 0.543, 0.441, 0.763, 0.81, 0.894, 0.21, -1.0, 0.134, 0.135, 0.274, 0.261, 0.264, 0.238]
24.02 322.1 [0.364, 0.943, 1.356, 0.562, 0.428, 0.754, 0.801, 0.891, 0.199, 0.224, 0.131, 0.119, 0.261, 0.241, 0.266, 0.235]
24.22 318.3 [0.381, 1.079, 1.343, 0.541, 0.455, 0.747, 0.803, 0.872, 0.214, 0.221, 0.128, 0.153, 0.275, 0.254, 0.255, 0.238]
24.41 321.6 [0.383, 1.136, 1.363, 0.535, 0.449, 0.741, -1.0, 0.887, 0.199, 0.206, 0.128, 0.148, 0.295, 0.26, 0.279, 0.228]
24.6 324.7 [0.388, 1.152, 1.346, 0.41, 0.459, -1.0, 0.801, 0.882, 0.225, 0.216, 0.135, 0.152, 0.269, 0.258, 0.261, 0.264]
