0.88,476146,-12.645,-0.499,346.1,124.0,-0.134,0.233,0,-70,REV,0.28,1.09,0.21,-1.00
1.08,476171,-12.672,-0.493,348.6,128.1,-0.147,0.216,0,-70,REV,0.33,1.04,0.23,-1.00
1.27,476189,-12.701,-0.488,350.7,131.7,-0.144,0.187,0,-70,REV,0.38,0.99,0.23,-1.00
1.45,476189,-12.729,-0.484,353.2,134.9,-0.163,0.208,0,-70,REV,0.46,0.98,0.25,-1.00
1.64,476189,-12.758,-0.482,355.8,142.0,-0.155,0.232,0,-70,REV,0.53,0.94,0.25,-1.00
1.83,476189,-12.786,-0.480,358.2,143.3,-0.142,0.221,82.93986388373546,85,RUN,0.64,0.94,0.26,0.55
2.02,476259,-12.791,-0.480,357.7,140.7,0.044,0.058,80.0761115294907,85,RUN,0.66,0.94,0.26,0.59
2.21,476272,-12.762,-0.481,0.5,150.2,0.207,0.362,92,82.02333333333333,RUN,0.77,0.95,0.25,0.78
2.41,476292,-12.704,-0.477,5.5,157.5,0.365,0.511,92,65.89416666666665,RUN,1.45,0.94,0.28,0.80
2.61,476315,-12.615,-0.462,11.5,168.8,0.482,0.444,92,40.189166666666665,RUN,1.06,0.98,0.39,0.80
2.80,476343,-12.506,-0.435,15.6,178.0,0.626,0.626,58.73,-21.001666666666672,RUN,0.84,0.95,0.57,0.62
3.00,476343,-12.381,-0.399,12.2,171.0,0.638,-0.886,-30,-35.964999999999975,BRAKE,0.66,0.69,0.77,0.59
3.20,476381,-12.260,-0.378,9.5,168.4,0.564,0.127,48.738451742725644,-68.145,RUN,0.63,0.50,0.80,0.53
3.42,476381,-12.139,-0.369,1.5,152.5,0.557,-0.576,53.55512747865764,-54.44500000000001,RUN,0.65,0.38,0.83,0.56
3.61,476416,-12.029,-0.374,355.3,140.4,0.596,-0.555,60.08,-43.93166666666666,RUN,0.99,0.37,0.82,0.62
3.80,476416,-11.909,-0.391,349.9,126.4,0.680,-0.419,83.30000000000001,-25.74916666666666,RUN,1.21,0.44,0.81,0.80
3.99,476459,-11.773,-0.421,346.9,123.3,0.778,-0.176,92,0.06583333333335162,RUN,0.90,0.55,0.76,0.94
4.18,476479,-11.613,-0.456,348.6,121.5,0.810,0.310,71.98165501292644,24.97666666666667,RUN,0.77,0.69,0.59,0.76
4.39,476492,-11.457,-0.476,357.3,136.8,0.724,1.248,0,5.6441666666666634,COAST,0.91,0.72,0.45,0.62
4.58,476517,-11.316,-0.478,1.0,143.8,0.756,0.434,79.88000000000001,26.549166666666668,RUN,1.17,0.74,0.44,0.80
