-0.03 0.03 356.4 | 0.41,0.00 0.35,-0.16 0.16,-0.19 0.06,-0.24 -0.05,-0.25 -0.14,-0.19 -0.31,-0.22 -0.58,-0.16 -1.11,0.10 -0.75,0.38 -0.79,0.89 -0.32,0.87 -0.00,0.49 0.30,0.71 0.71,0.68 0.38,0.17
0.08 0.03 358.2 | 0.44,0.01 0.39,-0.12 0.27,-0.18 0.17,-0.20 0.07,-0.24 -0.04,-0.24 -0.14,-0.19 -0.35,-0.14 -1.09,0.06 -0.71,0.38 -0.74,0.90 -0.03,0.32 0.11,0.79 0.39,0.72 0.78,0.68 0.37,0.13
0.04 0.03 353.8 | 0.40,-0.01 0.36,-0.15 0.23,-0.21 0.11,-0.20 0.01,-0.24 -0.09,-0.21 -0.19,-0.16 -0.40,-0.10 -1.13,0.16 -0.75,0.46 -0.72,0.98 -0.22,0.93 0.10,0.59 0.41,0.70 0.78,0.62 0.41,0.14
0.07 0.02 347.6 | 0.41,-0.05 0.38,-0.19 0.26,-0.28 0.11,-0.21 0.01,-0.25 -0.09,-0.20 -0.17,-0.13 -0.36,-0.05 -0.96,0.25 -0.88,0.69 -0.67,1.17 -0.10,0.98 0.18,0.54 0.51,0.66 0.85,0.53 0.51,0.10
0.03 0.04 344.9 | 0.37,-0.06 0.33,-0.20 0.20,-0.27 0.06,-0.23 -0.05,-0.25 -0.14,-0.18 -0.22,-0.11 -0.43,-0.02 -1.00,0.31 -0.89,0.74 -0.64,1.20 -0.10,0.97 0.17,0.56 0.51,0.66 0.83,0.50 0.47,0.09
-0.01 0.04 353.4 | 0.38,-0.01 0.18,-0.20 0.06,-0.20 -0.13,-0.17 -0.24,-0.15 -0.41,-0.07 -1.16,0.17 -1.02,0.60 -0.82,1.07 -0.26,0.93 0.03,0.39 0.37,0.72 0.75,0.64 0.46,0.17
0.05 0.04 358.5 | 0.45,0.03 0.14,-0.18 0.05,-0.23 -0.06,-0.21 -0.17,-0.17 -0.39,-0.13 -1.08,0.07 -0.73,0.39 -0.76,0.90 -0.27,0.87 0.07,0.81 0.37,0.75 0.79,0.74 0.37,0.16
-0.01 0.04 355.4 | 0.41,0.01 0.34,-0.14 0.15,-0.16 0.07,-0.21 -0.03,-0.22 -0.13,-0.19 -0.26,-0.17 -0.42,-0.09 -1.11,0.13 -0.75,0.42 -0.78,0.94 -0.30,0.92 0.03,0.61 0.35,0.75 0.75,0.69 0.37,0.17
0.03 0.05 11.7 | 0.41,0.13 0.33,-0.00 0.25,-0.09 0.19,-0.17 0.08,-0.19 -0.02,-0.22 -0.20,-0.30 -0.95,-0.61 -1.11,-0.18 -1.27,0.30 -0.77,0.58 -0.28,0.52 -0.13,0.82 0.21,1.00 0.27,0.42 0.34,0.26
-0.03 0.04 11.2 | 0.39,0.13 0.28,-0.02 0.20,-0.11 0.13,-0.19 0.02,-0.21 -0.08,-0.24 -0.25,-0.30 -0.94,-0.57 -1.14,-0.18 -1.32,0.30 -0.80,0.56 -0.19,0.28 -0.18,0.83 0.16,0.97 0.25,0.46 0.30,0.26
